name,image,price,category,stock
כוסות ספידי מקווין,5201184934722.jpg,9,hadpaami,1
כוסות קרטון,7290120320802.jpg,15,hadpaami,1
כוסות קריסטל,7290014500457.jpg,7,hadpaami,1
כוסיות שמן זית מוצק,835811001614.jpg,55,hadpaami,1
כיסוי הגה,7290108409383.jpg,55,hadpaami,1
כיסוי הגה m,7290103394363.jpg,50,hadpaami,1
כיסוי להגה,7290106109346.jpg,50,hadpaami,1
כיסוי ניילון עם גומי,7290018929209.jpg,7,hadpaami,1
כיף שמפו עם תמצית אפרסק,7290108357875.jpg,13,hadpaami,1
כלי לסבון,6900025470069.jpg,15,hadpaami,1
כלי פלסטי בצורת חמסה פלוס מכסה,6923538230722.jpg,15,hadpaami,1
כלי פלסטי זהב,6923538230661.jpg,12,hadpaami,1
כלי פלסטי זהב,6923538224066.jpg,10,hadpaami,1
כלי פלסטי זהב עם מכסה,6923538238674.jpg,12,hadpaami,1
כלי פלסטי זהב פלוס מכסה,6923538230678.jpg,8,hadpaami,1
כלי פלסטי זהב פלוס מכסה,6923538224080.jpg,9,hadpaami,1
כלי פלסטי זהב פלוס מכסה,6923538224639.jpg,6,hadpaami,1
כלי פלסטי זהב פלוס מכסה,6923538224615.jpg,8,hadpaami,1
כלי פלסטי זהב פלוס מכסה לב,6923538224592.jpg,7,hadpaami,1
כלי פלסטי לקרח אובלי,6923538219031.jpg,22,hadpaami,1
כלי פלסטי לקרח פלוס מלקחיים,6923538219024.jpg,12,hadpaami,1
כלי פלסטי מלבני לעוגה,6923538224622.jpg,7,hadpaami,1
כלי פלסטיק,3993558230784.jpg,6,hadpaami,1
כף אלגנט,7290019626176.jpg,8,hadpaami,1
כף אשפה עם גומי,7290010711543.jpg,7,hadpaami,1
כף גמבו נירוסטה איכותית,5566774571009.jpg,10,hadpaami,1
כף הגשה חורים גמבו,5566774571016.jpg,10,hadpaami,1
כף חלוקה,7759855538086.jpg,14,hadpaami,1
כף חלוקה,7759855539960.jpg,12,hadpaami,1
כף חלוקה מחורץ,7759855538079.jpg,14,hadpaami,1
כף מדידה,6925005957026.jpg,15,hadpaami,1
כף עץ תרבד מחורץ,5525485298070.jpg,12,hadpaami,1
כפות,7296073551799.jpg,4,hadpaami,1
כפות 50 יח,7296073551805.jpg,6,hadpaami,1
כפות מדידה,698561314584.jpg,15,hadpaami,1
כפות קרם עבה,835811000402.jpg,9,hadpaami,1
כפות קשיח 50,7290001716472.jpg,5,hadpaami,1
כפיות,7296073661870.jpg,4,hadpaami,1
כפיות וינטג,7290115951356.jpg,4,hadpaami,1
כפיות לא שביר,7290001716113.jpg,5,hadpaami,1
כפיות שיק קרם,7290001872208.jpg,5,hadpaami,1
כפית תה,7290003679102.jpg,7,hadpaami,1
כפפות אחווורה מידה l,6935673035636.jpg,8,hadpaami,1
כפפות אלוורה מידה m,6935673035629.jpg,8,hadpaami,1
"כפפות משק בית
m",7290016387001.jpg,5,hadpaami,1
כפפות ניילון,7290000599748.jpg,5,hadpaami,1
כפפת בישול סיליקון,7759855539212.jpg,22,hadpaami,1
כרזת יום הולדת,7290120660397.jpg,6,hadpaami,1
כרזת יום הולדת,7290120660939.jpg,6,hadpaami,1
כרזת יום הולדת,7290120669826.jpg,6,hadpaami,1
כרזת יום הולדת,7290120660298.jpg,6,hadpaami,1
כרזת יום הולדת,7290120660496.jpg,6,hadpaami,1
כרזת יום הולדת,7290120669574.jpg,6,hadpaami,1
כרזת יום הולדת,7290120660243.jpg,6,hadpaami,1
כרזת יום הולדת,7290120660595.jpg,6,hadpaami,1
כריות יפניות 6,7290000599472.jpg,8,hadpaami,1
כריות פנינה עדינות 3,7290016387698.jpg,7,hadpaami,1
כרית יפנית,7290118430766.jpg,8,hadpaami,1
כרית נוי 40 סמ,7290120161733.jpg,30,hadpaami,1
כרית נוי 50 סמ,7290120161740.jpg,40,hadpaami,1
להבונים 50 יח,7290016624885.jpg,9,hadpaami,1
לפתן פז,7290016480979.jpg,6,hadpaami,1
לפתן פז שקוף,7290019858140.jpg,10,hadpaami,1
"לפתניה 20 יחי
happy",7290017222417.jpg,2,hadpaami,1
לפתניה אובלית,7290019626145.jpg,8,hadpaami,1
לפתניה משושה,7290012027673.jpg,8,hadpaami,1
לקקן בטעם תות,7290120667952.jpg,7,hadpaami,1
לקקן רגל בטעם אבטיח,7290120666092.jpg,3,hadpaami,1
לקקן רגל בטעם קולה,7290120666146.jpg,3,hadpaami,1
לקקן רגל עם אבקת תות,7290120666047.jpg,3,hadpaami,1
מאוורר סוכריות הלו קיטי,7290120663787.jpg,9,hadpaami,1
מאוורר סוכריות מיניונים,7290120663589.jpg,9,hadpaami,1
מאפינס זהב,7290111666438.jpg,6,hadpaami,1
מאפינס כסוף,7290111666445.jpg,6,hadpaami,1
מאפינס מטאלי גדול,7290019626596.jpg,8,hadpaami,1
מאפינס מלבן מטאלי,7290019626572.jpg,8,hadpaami,1
מאפרה,6951097100064.jpg,9,hadpaami,1
מאפרה,6933890393171.jpg,12,hadpaami,1
מארגן לכיור,8697512627621.jpg,20,hadpaami,1
מארז 6 קופסאות,6928325194966.jpg,15,hadpaami,1
מארז ביצי קינדר,7290113594562.jpg,16,hadpaami,1
מארז ביצי קינדר,7290112704306.jpg,16,hadpaami,1
מארז ביצי קינדר,7290113594623.jpg,16,hadpaami,1
מארז ביצי קינדר,7290115073737.jpg,16,hadpaami,1
מארז ביצי קינדר,7290113594579.jpg,16,hadpaami,1
מארז ביצי קינדר,7290118342526.jpg,16,hadpaami,1
מארז כוסות 6,6222023500570.jpg,50,hadpaami,1
מארז לברז ארוך,7759855540911.jpg,12,hadpaami,1
מארז לברז קצר,7759855540904.jpg,10,hadpaami,1
מארז סביבונים,7290121808941.jpg,7,hadpaami,1
מארז סביבונים,7290121808996.jpg,7,hadpaami,1
מארז קולפן,6970326508341.jpg,8,hadpaami,1
מארז קרטון פורים,6923538240059.jpg,6,hadpaami,1
מארז קרם וצנתרים,7102545382603.jpg,15,hadpaami,1
מארז שף סכין סנטוקו קרש,7290119840434.jpg,140,hadpaami,1
מארז שקיות זיפר 50 יח,611108801859.jpg,15,hadpaami,1
מבריק חלונות,7290019014744.jpg,13,hadpaami,1
מבריק נירוסטה,7290019274117.jpg,16,hadpaami,1
מברשת אבק,7290010711031.jpg,10,hadpaami,1
מברשת לאסלה,7290018213216.jpg,12,hadpaami,1
מברשת לאסלה,7290118574941.jpg,28,hadpaami,1
מברשת לאסלה לבן,7290000599267.jpg,12,hadpaami,1
מברשת נוצות גדולה,8021723005495.jpg,8,hadpaami,1
מברשת סיליקון,8697512622947.jpg,12,hadpaami,1
מברשת צלחות לונה,8013304007035.jpg,10,hadpaami,1
מברשת קשיחה,7290019627425.jpg,7,hadpaami,1
מבשם אוויר אוטומטי,7290017374635.jpg,33,hadpaami,1
מבשם אוויר בוטיק,7290017374956.jpg,12,hadpaami,1
מבשם אוויר ונילה,7290012931673.jpg,12,hadpaami,1
מבשם בדים,7290019014737.jpg,21,hadpaami,1
מבשם בדים,7290020188335.jpg,32,hadpaami,1
מבשם בדים,7290019014973.jpg,17,hadpaami,1
מבשם ריח,7290017374963.jpg,11,hadpaami,1
מגב פלוס ספוג,7290017682020.jpg,12,hadpaami,1
מגב קטן,7290000599861.jpg,7,hadpaami,1
מגב רחב,7290000599953.jpg,10,hadpaami,1
מגבוני טישו,7290003055074.jpg,10,hadpaami,1
מגבוני נייר טישו רכים 5 יח מארז גדול,7290003055067.jpg,10,hadpaami,1
מגבוני נייר טישו רכים דו שיכבתי,7290104859854.jpg,10,hadpaami,1
מגבות נייר לניקוי והברקה xl,7290103706029.jpg,22,hadpaami,1
מגבת נייר טבעי 6,7290003984923.jpg,30,hadpaami,1
מגירת איחסון,7102545381613.jpg,45,hadpaami,1
מגן ברקים כולל השהייה,9238596476003.jpg,38,hadpaami,1
מגן סקאי,5018704372113.jpg,35,hadpaami,1
מגן פמוט 50 יח,7290004257217.jpg,11,hadpaami,1
מגרדת זסטר,7759855537294.jpg,18,hadpaami,1
מגרדת פומפיה,7290012172427.jpg,18,hadpaami,1
מגש אובלי,7290015922333.jpg,10,hadpaami,1
מגש אובלי,7290115738070.jpg,7,hadpaami,1
מגש אובלי happy,7290017222387.jpg,7,hadpaami,1
מגש אובלי קטן,7290015796446.jpg,5,hadpaami,1
מגש אובלי שקוף,7290016480627.jpg,8,hadpaami,1
מגש אלומיניום לעוגה,4891459618160.jpg,8,hadpaami,1
מגש אנגליש זיגזג,7290119965083.jpg,3,hadpaami,1
מגש בינוני,6923538204327.jpg,10,hadpaami,1
מגש גדול,6923538204334.jpg,12,hadpaami,1
מגש דקל אובלי ענק 31/55 סמ,7290113922228.jpg,10,hadpaami,1
מגש הגשה,7290115955040.jpg,8,hadpaami,1
מגש הגשה,6923538204501.jpg,9,hadpaami,1
מגש הגשה גדול,7290111662256.jpg,8,hadpaami,1
מגש הגשהגדול,7290111662249.jpg,7,hadpaami,1
מגש הזנה לבצק,6820145100519.jpg,45,hadpaami,1
מגש ורוד וינטג,7290110282356.jpg,8,hadpaami,1
מגש זהב גדול,6923538204631.jpg,14,hadpaami,1
מגש זהב פלוס מכסה,6923538230630.jpg,13,hadpaami,1
מגש יהלום גדול,835811004080.jpg,12,hadpaami,1
מגש יהלום קטן,835811002222.jpg,10,hadpaami,1
מגש לעוגה עם תחתית,6923538240554.jpg,40,hadpaami,1
מגש מיכל איחסון למקרר,7758412140250.jpg,45,hadpaami,1
מגש מלבן,7290016480917.jpg,8,hadpaami,1
מגש מלבן לפיד,7290112485205.jpg,8,hadpaami,1
מגש מלבן קיסר פלאס,7290112485564.jpg,8,hadpaami,1
מגש מלבני לבן פס זהב,7290016480023.jpg,8,hadpaami,1
מגש מלבני לבן פס כסף,7290016480030.jpg,8,hadpaami,1
מגש מלבני שקוף,7290113920552.jpg,8,hadpaami,1
מגש מלבני תחרה,7290016480405.jpg,8,hadpaami,1
מגש מרובע,7290112485540.jpg,10,hadpaami,1
מגש מרובע כסף,7290016480634.jpg,17,hadpaami,1
מגש מרובע קטן,7290112485526.jpg,8,hadpaami,1
מגש ניקל,7290012802041.jpg,20,hadpaami,1
מגש נירוסטה 40 סמ,7290120163034.jpg,40,hadpaami,1
מגש עגול גדול,7290112485533.jpg,16,hadpaami,1
מגש עגול לחינה,6923538234966.jpg,25,hadpaami,1
מגש עגול פאלאס,7290112485557.jpg,16,hadpaami,1
מגש עגול קטן,835811005209.jpg,7,hadpaami,1
מגש עם פס זהב,7290016480887.jpg,11,hadpaami,1
מגש פלסטי,6923538204280.jpg,6,hadpaami,1
מגש פלסטי,6923538240608.jpg,10,hadpaami,1
מגש פלסטי זהב פלוס מכסה,6923538238667.jpg,12,hadpaami,1
מגש פלסטי מלבני,6923538204679.jpg,12,hadpaami,1
מגש פלסטי עגול,6923538204525.jpg,11,hadpaami,1
מגש פלסטיק אובלי,6923538204624.jpg,12,hadpaami,1
מגש פלסטיק מלבני,6923538204662.jpg,12,hadpaami,1
מגש פלסטיק מלבני,6923538204655.jpg,8,hadpaami,1
מגש פלסטיק מלבני עם ידיות,6923538204570.jpg,10,hadpaami,1
מגש פלסטיק מלבני עם ידיות,6923538204563.jpg,12,hadpaami,1
מגש פלסטיק מלבני עם ידיות,6923538204556.jpg,14,hadpaami,1
מגש פלסטיק עגול,6923538204532.jpg,12,hadpaami,1
מגש פלסטיק עגול,6923538204549.jpg,10,hadpaami,1
מגש פרח,7290015602655.jpg,6,hadpaami,1
מגש פרמיום 35,7290019626473.jpg,8,hadpaami,1
מגש קרטון לחנוכה,6923538237813.jpg,10,hadpaami,1
מגש קרטון מלבן,7290118438403.jpg,7,hadpaami,1
מגש קריסטלי מעוטר,7290015922517.jpg,10,hadpaami,1
מגש רשת לפיצה 20 סמ,6900111189721.jpg,20,hadpaami,1
מגש רשת לפיצה 35 סמ,6900111189745.jpg,25,hadpaami,1
מגש שחור,7290110281908.jpg,8,hadpaami,1
מגשי זהב,7290118438380.jpg,7,hadpaami,1
מגשים לחנוכה,6923538237806.jpg,10,hadpaami,1
מדבקות בשרי חלבי,7291988043063.jpg,8,hadpaami,1
מדבקות ספיידרמן,7290120663411.jpg,5,hadpaami,1
מוט הרמה 76 סמ,5400338093692.jpg,22,hadpaami,1
מזלג זהב,7290112487315.jpg,8,hadpaami,1
מזלג קשיח 50 יח,7296073551744.jpg,5,hadpaami,1
מזלגות,835811003090.jpg,10,hadpaami,1
מזלגות הנמל 50,835811004615.jpg,5,hadpaami,1
מזלגות קשיח 50,7290014274303.jpg,5,hadpaami,1
"מחבת אינדוקציה
30",7290118572527.jpg,35,hadpaami,1
מחדש ומגן צמיגים,071153655270.jpg,45,hadpaami,1
מחזיק מפתחות חיות,6902417952504.jpg,8,hadpaami,1
מחזיק מפתחות לבובו,6975871331367.jpg,8,hadpaami,1
מחזיק סכום,7290012172359.jpg,18,hadpaami,1
מטאטא מיליציה,7290012931086.jpg,11,hadpaami,1
מטבעות שוקולד חלב,7290120667587.jpg,6,hadpaami,1
מטהר אויר ומנטרל ריחות,7290017374949.jpg,9,hadpaami,1
מטליות לחות,7290018213247.jpg,10,hadpaami,1
מטליות לחות,7290010613984.jpg,10,hadpaami,1
מטליות לחות לניקוי רצפות,7290017062990.jpg,10,hadpaami,1
מטליות לחות לניקוי רצפות,7290017062983.jpg,10,hadpaami,1
מטליות לחות לניקוי רצפות,7290010613991.jpg,10,hadpaami,1
מטליות מיקרופייבר 10 יח,7290018929506.jpg,14,hadpaami,1
מטליות מיקרופייבר 30,7290020173027.jpg,19,hadpaami,1
מטליות ניקוי,7297373000413.jpg,25,hadpaami,1
מטליות נשלפות לניקוי וחיטוי,7290019014829.jpg,26,hadpaami,1
מטלית רב שימושית,7297373000307.jpg,12,hadpaami,1
מטלית רב שימושית,7297373000321.jpg,25,hadpaami,1
מטריה,5400338127854.jpg,40,hadpaami,1
מטרייה,5400338127861.jpg,40,hadpaami,1
מטרפה,6944217207101.jpg,10,hadpaami,1
מטרפה סליקון,7759855538727.jpg,12,hadpaami,1
מיכל 1-2 ליטר,875412587.jpg,1.8,hadpaami,1
מיכל 4 ליטר,875412589.jpg,4,hadpaami,1
מיכל אחסון כביסה,7759855537027.jpg,29,hadpaami,1
מיכל אחסון ל 10 ביצים,7290115738940.jpg,6,hadpaami,1
מיכל איחסון,7758412140021.jpg,23,hadpaami,1
מיכל איחסון סגור 4 צדדים,7290017870168.jpg,13,hadpaami,1
מיכל חמוצים,7290019633303.jpg,12,hadpaami,1
מיכל לקרחונים עם כף,6923501284097.jpg,18,hadpaami,1
מיכל פופקורן,7299992035272.jpg,5,hadpaami,1
"מיכל שקןף ארוז
100",8956211458.jpg,30,hadpaami,1
מיני כפיות,6923538204884.jpg,5,hadpaami,1
מיני כפית,6923538204907.jpg,4,hadpaami,1
מיני מזלגות,6923538204891.jpg,5,hadpaami,1
מיני קומפרסור בוכנה אחת,7290001933367.jpg,75,hadpaami,1
מיקס לבלילה,8680445902538.jpg,50,hadpaami,1
מיקסר חשמלי ידני,6973589028229.jpg,50,hadpaami,1
מכונית ספורט על שלט,001319.jpg,35,hadpaami,1
מכסה לכוסות שייקים,835811006190.jpg,7,hadpaami,1
מכסים לתבנית,7290103155582.jpg,6,hadpaami,1
מכשיר מקצועי לעוגיות,7290105668134.jpg,49,hadpaami,1
מלחיה,7291988051815.jpg,8,hadpaami,1
מלחיה,7291988034238.jpg,8,hadpaami,1
מלחייה,7290118439103.jpg,5,hadpaami,1
מלכודת זבובים 10 יחידות,7290019673330.jpg,22,hadpaami,1
מלקחיים,6923538204303.jpg,3,hadpaami,1
מלקחיים כסופים,7290002970552.jpg,5,hadpaami,1
מלקחים מפלסטיק,6923538204914.jpg,5,hadpaami,1
ממתק חמוץ מתוק תות,7290120667839.jpg,10,hadpaami,1
מנגט דגם 214 מס 4 כ- 100 יח,7290013757296.jpg,8,hadpaami,1
מנגט זהב מס 2 כ- 60 יח,7290003679355.jpg,7,hadpaami,1
מנגט לב לשוקולד כ-25 יחידות,7290015922111.jpg,7,hadpaami,1
מנגט מספר 3,7290013757289.jpg,7,hadpaami,1
מנגט מספר 4 זהב,7290003679348.jpg,11,hadpaami,1
מנורת לד גדולה,7291235617542.jpg,20,hadpaami,1
מנורת לד קטנה,7291235661347.jpg,17,hadpaami,1
מנטרל ריחות,7290019014812.jpg,18,hadpaami,1
מניפה,6923538237387.jpg,5,hadpaami,1
מנעול לאופניים,5400338091254.jpg,75,hadpaami,1
מנעול לאופניים,5400338091247.jpg,18,hadpaami,1
מנפח בלונים,7290111873898.jpg,15,hadpaami,1
מנקב,6942856998015.jpg,15,hadpaami,1
מנקה אסלות,7290001246634.jpg,10,hadpaami,1
מנקה מדיחים ומכונות כביסה,7290019274940.jpg,39,hadpaami,1
מנקה ריפוד,071153785601.jpg,35,hadpaami,1
מנקה ריפודים,7290019014805.jpg,26,hadpaami,1
מנקה רצפות,7290019014010.jpg,21,hadpaami,1
מנקה רצפות,7290001245897.jpg,21,hadpaami,1
מנשפים 6 יחידות,7290120661660.jpg,10,hadpaami,1
מסחטת לימונים ידנית,5028420003734.jpg,25,hadpaami,1
מסחתה משולבת,8681149145863.jpg,15,hadpaami,1
מסיר חלודה,7290001245118.jpg,18,hadpaami,1
מסיר כתמים לכביסה,7290019014645.jpg,25,hadpaami,1
מסיר שומנים,7290019014775.jpg,15,hadpaami,1
מסכה לפנים חד פעמי 50 יח,7290114659949.jpg,15,hadpaami,1
מסנן כיור נירוסטה,7290012172076.jpg,8,hadpaami,1
מסנן סיליקון נפתח,5019758064672.jpg,25,hadpaami,1
מספריים מקצועיות למטבח,7759855537751.jpg,20,hadpaami,1
מעמד לנייר ידיים,254125412.jpg,25,hadpaami,1
מעמד לקורנפלקס,6955574028438.jpg,45,hadpaami,1
מעמד מברשת שיניים,7290118574927.jpg,11,hadpaami,1
מערוך גלגלת מעץ,8285857775857.jpg,12,hadpaami,1
מפה,7290014945029.jpg,30,hadpaami,1
מפה,8610412135621.jpg,30,hadpaami,1
מפה כחולה,7290014862760.jpg,4,hadpaami,1
מפה כחולה,7290014862753.jpg,4,hadpaami,1
מפה מוטבעת,835811003861.jpg,10,hadpaami,1
מפה עגולה,7290113925113.jpg,10,hadpaami,1
מפה שחורה דקל,6928325177037.jpg,17,hadpaami,1
מפיון,6923538219017.jpg,8,hadpaami,1
מפיון פלסטיק אקרילי בצורת לב,6923538238629.jpg,8,hadpaami,1
מפיון פלסטיק אקרילי חצי עיגול,6923538238636.jpg,6,hadpaami,1
מפיות,7290121240048.jpg,7,hadpaami,1
מפיות,7290115954531.jpg,8,hadpaami,1
מפיות,6928325196823.jpg,8,hadpaami,1
מפיות,6923538237820.jpg,8,hadpaami,1
מפיות 100 חד שכבתי,7290115955484.jpg,5,hadpaami,1
מפיות 16 יח,7290121240024.jpg,7,hadpaami,1
מפיות אירוח 150 יח,7290017729657.jpg,7,hadpaami,1
מפיות אלגנת,7290115955507.jpg,7,hadpaami,1
מפיות אלזה,7290120661967.jpg,12,hadpaami,1
מפיות גבורי על,7290116248073.jpg,12,hadpaami,1
מפיות חמסה,6928325196571.jpg,6,hadpaami,1
מפיות יום הולדת,7290121240819.jpg,8,hadpaami,1
מפיות לבנות 50 יחידות 2 שכבות,7290003055241.jpg,7,hadpaami,1
מפיות לבנות שמש,7290119960446.jpg,5,hadpaami,1
מפיות לשולחן,7290121240031.jpg,7,hadpaami,1
מפיות מיקי מאוס,7290120669703.jpg,12,hadpaami,1
מפיות מכונית מרוץ,5201184877999.jpg,12,hadpaami,1
